accountsreceivableall,accountsreceivablecollections,accountsreceivableguest,accountsreceivableinsurance,accountsreceivablepatient,arcaptureratebybilling,arcaptureratebybillingdenominator,arcaptureratebybillingnumerator,arcaptureratebyorder,arcaptureratebyorderdenominator,arcaptureratebyordernumerator,contactlenscapturerate,contactlenscaptureratedenominator,contactlenscaptureratenumerator,contactlenssales,eyeglasscaptureratebybilling,eyeglasscaptureratebybillingdenominator,eyeglasscaptureratebybillingnumerator,eyeglasscaptureratebyorder,eyeglasscaptureratebyorderdenominator,eyeglasscaptureratebyordernumerator,medicalmanagementratio,medicalmanagementratiodenominator,medicalmanagementrationumerator,newpatientpercentage,newpatientpercentagedenominator,newpatientpercentagenumerator,patientage0to9,patientage100to109,patientage10to19,patientage110to119,patientage20to29,patientage30to39,patientage40to49,patientage50to59,patientage60to69,patientage70to79,patientage80to89,patientage90to99,patientgenderfemale,patientgendermale,patientgenderunknown,productionbooked,productionbookeddenominator,productionbookednumerator,productioncompleted,productioncompleteddenominator,productioncompletednumerator,ratio9921x,ratio9921xdenominator,ratio9921xnumerator,receiptsbyproviderall,receiptsbyprovidercollections,receiptsbyproviderguest,receiptsbyproviderinsurance,receiptsbyproviderpatient,salesbyproviderall,salesbyproviderguest,salesbyproviderinsurance,salesbyproviderpatient
173947.74,0,0,161274.76,12672.98,0.582945736,645,376,0.584848485,660,386,0.561128527,319,179,46319.84,0.413867822,923,382,0.414951246,923,383,0.385858586,990,382,0.274409044,973,267,54,0,186,0,124,129,204,254,196,121,43,10,754,567,0,0.926229508,732,678,0.834699454,732,611,0,18,0,306315.52,0,0,82521.22,223794.3,356314.61,0,247972.69,108341.92
226360.98,2469.69,0,161231.27,62660.02,0.503937008,635,320,0.454434994,823,374,0.822629969,327,269,85449,0.381243629,981,374,0.387359837,981,380,0.53361793,1874,1000,0.194565217,1840,358,184,0,286,0,180,151,193,282,399,384,286,64,1415,993,3,0.858690745,2215,1902,0.830699774,2215,1840,0.130111524,269,35,476073.23,318,0,172303.06,303452.17,508376.9,0,322523.9,183065.31
175904.11,0,0,161194.05,14710.06,0.676470588,544,368,0.678141136,581,394,0.514583333,480,247,83590.61,0.35251046,956,337,0.35251046,956,337,0.258706468,1206,312,0.299122807,1140,341,92,0,303,0,181,239,251,222,150,72,11,1,922,600,0,0.983050847,59,58,0.86440678,59,51,1.863636364,44,82,379978.06,0,0,165378.21,214599.85,327903.36,0,212523.66,115379.7
204736.19,21553.95,0,161140.05,22042.19,0.784210526,570,447,0.756289308,636,481,0.116022099,181,21,57327.08,0.410923277,769,316,0.416124837,769,320,0.568136932,1519,863,0.43197026,1345,581,36,0,137,0,160,174,206,316,327,239,100,17,1061,652,0,0.647108844,2352,1522,0.580782313,2352,1366,0.139364303,409,57,433873.63,1080.89,0,175420.92,257371.82,459566.32,0,329313.72,126869.43
195512.13,0,874.08,161035.18,33602.87,1,15,15,0.818181818,22,18,0.387323944,142,55,83884.15,0.05982906,234,14,0.064102564,234,15,0.51010101,396,202,0.216494845,485,105,8,1,78,0,80,100,109,124,95,24,11,2,367,265,0,0.957996769,619,593,0.89822294,619,556,0.409836066,61,25,161349.79,0,238.59,80081.9,81029.3,167588.17,238.59,107219.71,60129.87
209029.06,0,0,161033.81,47995.25,0,421,0,0,459,0,0.155688623,334,52,13421,0.175688509,1053,185,0.175688509,1053,185,0.431780366,1202,519,0.413355875,1183,489,124,0,272,1,157,181,172,237,242,135,51,6,899,682,0,0.886363636,528,468,0.797348485,528,421,0.579710145,69,40,219713.02,0,0,69894.52,149818.5,259115.34,0,107159.56,151955.78
209886.61,16027.47,14,161007.75,32837.39,0.787610619,565,445,0.782312925,588,460,0.525798526,407,214,79410.39,0.237853517,1379,328,0.241479333,1379,333,0.646044625,1972,1274,0.244719217,1941,475,200,0,587,0,215,204,376,422,279,148,34,6,1445,1025,1,0.567363813,4112,2333,0.534046693,4112,2196,0.1,20,2,510483.27,0,0,158362.21,352121.06,526180.5,0,287955.25,238913.75
224038.08,0,0,161007.05,63031.03,0.382440476,672,257,0.347058824,850,295,0.713513514,370,264,53971.34,0.363179916,1195,434,0.368200837,1195,440,0.283018868,1325,375,0.29494382,1424,420,89,1,311,1,274,299,263,283,259,156,51,13,1115,887,1,0.804,2000,1608,0.729,2000,1458,2.125,8,17,342708.73,0,0,144837.15,197871.58,386641.82,0,273033.13,113608.69
184002.04,0,0,160813.42,23188.62,0.584283904,789,461,0.591346154,832,492,0.734939759,249,183,70189.11,0.459386282,1108,509,0.459386282,1108,509,0.450462351,1514,682,0.361762615,1407,509,114,0,267,0,176,172,252,326,298,226,54,6,1142,749,0,0.810568742,2233,1810,0.660994178,2233,1476,0.038910506,257,10,449022.05,0,0,142245.05,306777,434051.35,0,287151.21,146900.14
197272.82,40,0,160717.96,36514.86,0.464285714,644,299,0.479108635,718,344,0.756906077,362,274,50652.69,0.340890688,1235,421,0.344939271,1235,426,0.381818182,1430,546,0.52617801,1528,804,87,0,311,0,170,144,234,292,359,329,129,20,1243,832,0,0.696695849,3541,2467,0.473877436,3541,1678,0,123,0,303473.98,0,0,112258.19,191215.79,337221.33,0,244051.99,93129.34
219976.19,18160.72,0,160560.93,41254.54,0.561926606,872,490,0.56454918,976,551,0.668067227,476,318,95893.51,0.246673004,2104,519,0.25095057,2104,528,0.686965446,2923,2008,0.130122951,2928,381,151,1,331,0,323,353,399,563,695,544,256,54,2114,1556,0,0.637338696,5967,3803,0.529411765,5967,3159,0.306759099,577,177,670155.1,3987.57,0,281381.37,384786.16,673376.64,0,469596.23,199170.86
178851.08,2661.67,0,160490.55,15698.86,0.819587629,194,159,0.834821429,224,187,0.635294118,170,108,36365.5,0.233532934,501,117,0.243512974,501,122,0.685960591,812,557,0.183535762,741,136,15,1,61,0,81,69,86,163,203,182,82,18,585,376,0,0.605371901,1452,879,0.559917355,1452,813,0.785992218,257,202,235272.09,0,0,109408.64,125863.45,236918.8,0,91628.2,145290.6
250051.61,0,0,160411.48,89640.13,0.724719101,178,129,0.732323232,198,145,0.456211813,491,224,116461.9,0.133333333,555,74,0.142342342,555,79,0.792380952,1050,832,0.139318885,969,135,3,0,55,1,154,140,143,241,418,393,80,7,1065,568,2,0.712414579,1756,1251,0.681093394,1756,1196,1.258426966,178,224,443018.75,0,0,138976.56,304042.19,397255.18,0,148386.35,248868.83
178287.58,2661.67,0,160394.88,15231.03,0.835051546,194,162,0.857142857,245,210,0.553072626,179,99,25956.32,0.205394191,482,99,0.226141079,482,109,0.716645489,787,564,0.148148148,702,104,18,2,28,0,71,81,65,131,199,178,81,15,519,350,0,0.709821429,448,318,0.689732143,448,309,0.841509434,265,223,212210.14,0,0,82108.61,130101.53,269234.68,0,120310.82,148923.86
195679.5,8781.14,0,160177.27,26721.09,0.632336656,903,571,0.639408867,1015,649,0.752475248,505,380,148477.65,0.433866279,1376,597,0.440406977,1376,606,0.26097561,1640,428,0.320777643,1646,528,76,0,305,0,353,469,341,338,230,109,22,9,1380,872,0,0.768643306,2226,1711,0.653189578,2226,1454,0.206422018,218,45,529037.88,744.37,59.5,130865.84,397368.17,504183.08,59.5,194026.19,308830.23
348477.23,132621.78,0,160019.64,55835.81,0.268351384,831,223,0.274099884,861,236,0.407960199,201,82,44941.83,0.632692308,1040,658,0.639423077,1040,665,0.569168174,2212,1259,0.210881078,2077,438,132,1,423,0,229,189,235,388,493,416,172,29,1677,1030,0,0.707558276,4247,3005,0.553096303,4247,2349,1.065789474,76,81,463265.85,68.8,0,251789.16,211407.89,365925.05,0,232735.16,134180.64
213792.53,14819.19,0,160002.05,38971.29,0.725472547,1111,806,0.722943723,1155,835,0.619686801,447,277,84472.12,0.308226496,1872,577,0.310897436,1872,582,0.421751969,2032,857,0.203157457,2407,489,183,1,325,1,282,329,366,440,589,437,189,37,1944,1235,0,0.896075581,2752,2466,0.880813953,2752,2424,0.022222222,135,3,781710.96,619.92,64.22,311438.46,469588.36,802937.47,64.22,336500.95,462714.13
174782.33,12181.98,0,159933.83,2666.52,0.568389058,987,561,0.581395349,1075,625,0.260638298,188,49,40910.5,0.375396322,1577,592,0.378566899,1577,597,0.20114643,1919,386,0.136057941,1933,263,125,1,505,0,278,226,255,336,299,237,130,36,1459,969,0,0.728049728,2574,1874,0.644910645,2574,1660,0.130208333,192,25,442853.82,433.16,34,174463.79,267922.87,420386.89,34,259953.58,159626.11
182507.7,3212.38,0,159933.75,19361.57,0.257679181,586,151,0.261231281,601,157,0.673139159,309,208,50163.75,0.412076271,944,389,0.416313559,944,393,0.421459227,1165,491,0.311800172,1161,362,84,1,237,0,226,181,227,248,230,114,42,3,972,622,0,0.925925926,189,175,0.862433862,189,163,0.100719424,139,14,252754.56,0,0,114008.22,138746.34,297954.5,0,214705.42,83249.08
167354.94,0,0,159887.29,7467.65,0.58974359,156,92,0.591160221,181,107,0.423728814,118,50,29134.25,0.212678937,489,104,0.220858896,489,108,0.136929461,482,66,0.776290631,523,406,27,0,67,0,84,134,118,107,43,16,4,3,347,247,9,0,817,0,0,817,0,0.142857143,7,1,93177.56,0,40,12738.35,80399.21,167811.15,40,125849.79,41921.36
171184.76,0,0,159871.45,11313.31,0.426108374,406,173,0.433106576,441,191,0.705035971,139,98,25081,0.542016807,476,258,0.544117647,476,259,0.54636234,701,383,0.134034166,761,102,81,0,180,1,96,109,129,157,179,116,38,12,616,482,0,0.532637076,1532,816,0.445822454,1532,683,0.02247191,89,2,96914.44,0,0,9773.01,87141.43,268331,0,217668.15,50662.85
316461.52,86451.45,163.25,159838.89,70007.93,0.517401392,862,446,0.509209101,923,470,0.706521739,184,130,31199.58,0.40053286,1126,451,0.40053286,1126,451,0.352837917,1709,603,0.142204455,1751,249,130,2,285,0,170,196,243,344,421,356,208,63,1398,1020,0,0.813831776,2675,2177,0.74317757,2675,1988,0.370491803,305,113,466686.53,637.96,0,237795.69,228252.88,472702.09,0,300692.81,164530.93
173924.94,4130.6,0,159787.78,10006.56,0.381210479,1107,422,0.387096774,1147,444,0.829166667,240,199,40775.31,0.631713555,1173,741,0.631713555,1173,741,0.087195601,1273,111,0.18828762,1349,254,86,0,246,1,221,221,277,386,358,101,28,2,1194,732,2,0.993838028,1136,1129,0.913732394,1136,1038,0,7,0,308594.54,317.65,0,149227.78,159049.11,355033.21,0,290557.73,64298.98
172589.42,0,0,159773.25,12816.17,0.947154472,492,466,0.946788991,545,516,0.729508197,366,267,74019.89,0.302762431,905,274,0.31160221,905,282,0.214708369,1183,254,0.315924658,1168,369,60,0,225,0,168,179,310,292,211,105,48,1,962,639,0,0,1,0,0,1,0,0,3,0,367890.17,0,0,116060.36,251829.81,303026.37,0,176548.36,126478.01
204766.88,21418.47,0,159740.07,23608.34,0.601208459,331,199,0.601208459,331,199,0,47,0,14963.05,0.662745098,255,169,0.666666667,255,170,0.771838331,767,592,0.208609272,604,126,16,0,64,1,46,56,94,148,182,111,44,5,427,340,0,0.018518519,54,1,0.018518519,54,1,0,0,0,330580.02,454.81,0,209684.13,120441.08,346809.47,0,276991.68,71420.28
165072.73,0,0,159646.9,5425.83,0.668016194,247,165,0.676470588,272,184,0.628318584,113,71,25922.35,0.31512605,476,150,0.317226891,476,151,0.036734694,245,9,0.219143577,397,87,15,0,65,0,72,57,78,126,77,13,4,1,287,221,0,0.681749623,663,452,0.639517345,663,424,0,9,0,112450.59,0,0,29806.71,82643.88,148332.09,0,-48345.92,196678.01
352627.92,131695.71,0,159512.34,61419.87,0.240904621,1017,245,0.242569511,1043,253,0.521505376,186,97,43189.51,0.651845638,1192,777,0.655201342,1192,781,0.503001715,2332,1173,0.20328451,2253,458,188,2,615,0,223,160,212,401,519,423,144,25,1810,1102,0,0.688539127,4511,3106,0.547993793,4511,2472,2.147058824,34,73,446871.31,224.71,0,230750.65,215895.95,450888.67,0,328887.6,122702.43
170306.72,0,0,159374.92,10931.8,0.87755102,735,645,0.87032419,802,698,0.715667311,517,370,144171.56,0.31568088,1454,459,0.316368638,1454,460,0.426273458,1865,795,0.182066703,1829,333,174,0,338,0,224,231,313,366,335,222,77,15,1341,955,0,0.896241398,1889,1693,0.861831657,1889,1628,0.427710843,166,71,638914.25,0,0,172541.91,466372.34,614901.99,0,350979.72,263922.27
172244.37,0,0,159364.65,12879.72,0.702439024,615,432,0.703030303,660,464,0.708823529,340,241,67895.4,0.414330218,963,399,0.41536864,963,400,0.079787234,940,75,0.16983017,1001,170,41,0,178,0,139,135,199,212,175,103,18,7,775,432,0,0.91575663,1282,1174,0.872074883,1282,1118,0.966666667,30,29,362109.98,0,0,122389.89,239720.09,376904.36,0,263644.35,113260.01
175835.92,2300.7,0,159360.09,14175.13,0.859229748,753,647,0.864963504,822,711,0.581521739,368,214,78674.7,0.365898618,1085,397,0.366820276,1085,398,0.228430567,1217,278,0.217987805,1312,286,60,0,336,0,191,200,414,336,180,72,14,2,1009,796,1,0.877756774,1587,1393,0.831758034,1587,1320,2.972222222,36,107,442270.94,799.42,0,163945.82,277525.7,450017.08,0,344263.47,103774.83
215879.86,0,0,159301.66,56578.2,0.835514019,535,447,0.822807018,570,469,0.675373134,268,181,136281.78,0.269863014,730,197,0.269863014,730,197,0.353585657,1004,355,0.880566802,988,870,63,0,136,2,152,223,258,249,203,73,18,7,855,529,0,0.823788546,1135,935,0.759471366,1135,862,0,56,0,464831.33,0,0,156454.53,308376.8,480303.02,0,271692.49,208610.53
168470.87,0,0,159270.4,9200.47,0.958633094,556,533,0.951557093,578,550,0.634980989,263,167,65048.29,0.371345029,684,254,0.371345029,684,254,0.322927879,929,300,0.175339367,884,155,68,0,170,3,81,97,195,241,181,83,34,6,629,531,0,0.687248322,1490,1024,0.633557047,1490,944,0.464285714,112,52,415791.46,0,25,60369.26,355397.2,475014.67,25,252898.07,222091.6
192446.42,4195.93,0,159250.32,29000.17,0.723951286,739,535,0.718791064,761,547,0.667664671,334,223,142977.55,0.234983498,1515,356,0.235643564,1515,357,0.330912863,1928,638,0.147012163,1891,278,121,1,247,0,234,276,406,493,428,164,37,5,1419,992,1,0.732624383,2633,1929,0.702620585,2633,1850,0.084158416,202,17,593561.17,0,0,156735.15,436826.02,641558.28,0,468791.63,173161.21
184389.14,0,0,159235.83,25153.31,0.483135825,1097,530,0.487762238,1144,558,0.736568458,577,425,135699.18,0.460886571,1534,707,0.462190352,1534,709,0.204631125,1857,380,0.105068638,1894,199,98,0,251,0,238,240,337,449,472,187,43,13,1310,1019,0,0.664713835,4438,2950,0.395223073,4438,1754,0.310810811,148,46,601664.22,0,0,156516.87,445147.35,627151.32,0,207683.6,419467.72
175453.58,2458.98,0,159204.63,13789.97,0.856420627,989,847,0.818416523,1162,951,0.461988304,342,158,82063.95,0.353182752,1461,516,0.357289528,1461,522,0.352390852,1924,678,0.213800314,1913,409,144,0,269,2,226,266,276,482,483,246,62,21,1396,1080,1,0.813809154,2578,2098,0.749418154,2578,1932,0.102389078,293,30,630181.66,0,0,298575.68,331605.98,657395.62,0,463953.46,193442.16
177732.86,0,0,159197.03,18535.83,0.299123905,799,239,0.298653611,817,244,0.528301887,371,196,63917.46,0.279393173,1582,442,0.282553729,1582,447,0.451348183,1706,770,0.206678181,1737,359,56,2,286,0,252,249,329,460,472,236,57,14,1471,943,0,0.87804878,2255,1980,0.753880266,2255,1700,0.114754098,122,14,445966.36,0,0,213477.95,232488.41,392773.39,0,238633.44,154139.95
195818.84,0,0,159090.93,36727.91,0.63317757,428,271,0.632183908,435,275,0.822115385,208,171,46289.88,0.39119171,772,302,0.393782383,772,304,0.429263566,1032,443,0.242253521,1065,258,55,0,149,0,94,143,159,190,244,164,66,13,765,512,0,0.771446863,1562,1205,0.706786172,1562,1104,0.712765957,94,67,227857.39,0,247,54765.68,172844.71,268178.44,247,160034.54,107896.9
183706.16,0,0,159019.29,24686.87,0.488474204,911,445,0.510742188,1024,523,0.726907631,249,181,38760.33,0.450248756,1206,543,0.465174129,1206,561,0.543291474,1513,822,0.248272196,1881,467,143,2,363,1,165,205,212,343,475,339,128,25,1459,943,0,0.34057971,276,94,0.304347826,276,84,0.241134752,141,34,433859.86,0,0,204525.9,229333.96,428817.41,0,288091.45,140725.96
173132.38,6132.73,-1,158954.39,8046.26,0.265060241,996,264,0.264907136,1023,271,0.683823529,272,186,43273.49,0.596848934,1079,644,0.597775718,1079,645,0.343567251,1368,470,0.309701493,1340,415,204,0,520,0,174,203,196,201,237,122,70,8,1078,857,0,0.428725411,3711,1591,0.361358124,3711,1341,0,0,0,363867.66,0,0,171554.98,192312.68,375666.83,0,247910.81,127422.56
181793.67,6807.2,-1,158944.24,16043.23,0.196615633,1241,244,0.193322981,1288,249,0.682989691,388,265,77001.05,0.559487952,1328,743,0.560240964,1328,744,0.305164319,1704,520,0.235752849,1667,393,253,0,613,0,231,220,214,232,266,143,68,15,1327,928,0,0.493006993,4004,1974,0.424825175,4004,1701,0,0,0,438189.69,0,0,183873.96,254315.73,464129.97,0,299838.74,163841.33
184221.15,5925.32,0,158913.25,19382.58,0.548830812,727,399,0.537549407,759,408,0.707446809,188,133,35528.25,0.228517469,1059,242,0.230406043,1059,244,0.205831904,1166,240,0.176961603,1198,212,158,0,323,0,151,197,213,189,187,80,22,2,840,682,0,0.809489576,1391,1126,0.734723221,1391,1022,29.33333333,3,88,319291.58,86.44,0,176811.89,142393.25,363272.61,0,280633.73,81507.6
172566.6,0,0,158908.22,13658.38,0.643478261,115,74,0.643478261,115,74,0.772727273,44,34,8760.48,0.41509434,159,66,0.41509434,159,66,0,176,0,0.85645933,209,179,2,0,38,0,47,45,42,46,29,12,0,0,138,123,0,0.494577007,461,228,0.462039046,461,213,0,0,0,59748.12,0,0,5425,54323.12,90039.61,0,48958.5,41081.11
183635.85,0,0,158896.86,24738.99,0.457525084,1495,684,0.459250446,1681,772,0.685028249,708,485,131566.69,0.305030181,2485,758,0.3138833,2485,780,0.126252505,2495,315,0.167580266,2554,428,186,0,551,1,469,436,509,698,593,254,81,12,2285,1505,0,0.879670678,3158,2778,0.845788474,3158,2671,0,73,0,764925.94,0,0,309923.05,455002.89,745565.67,0,372350.49,373215.18
209674.51,18315.72,0,158878.26,32480.53,0.477239354,681,325,0.485753053,737,358,0.696551724,435,303,83666.17,0.451676529,1014,458,0.451676529,1014,458,0.541927409,1598,866,0.091645885,1604,147,136,1,235,0,188,214,255,354,450,324,155,29,1437,903,1,0.898159509,1630,1464,0.839877301,1630,1369,1.704035874,223,380,441209.66,224.08,1,167197.15,273787.43,408600.42,1,243575.3,164558.27
179427.66,0,0,158866.56,20561.1,0.825477707,785,648,0.81598063,826,674,0.487704918,244,119,40882.3,0.439795918,980,431,0.440816327,980,432,0.337209302,1118,377,0.211754538,1157,245,82,0,169,0,116,86,150,253,354,223,59,15,896,609,2,0.546288907,2506,1369,0.49481245,2506,1240,0.172413793,29,5,389475.59,0,0,148786.5,240689.09,373614.89,0,226372.94,147241.95
150145.64,12318.14,0,158744.79,-20917.29,0.575757576,792,456,0.566591422,886,502,0.820809249,173,142,52537.99,0.358119658,1170,419,0.35982906,1170,421,0.510967742,1550,792,0.093730209,1579,148,108,1,199,1,172,174,176,323,418,307,241,61,1264,918,0,0.717077711,2149,1541,0.693345742,2149,1490,0.1,280,28,566500.93,0,0,187732.68,378768.25,566207.08,0,304509.78,258091.78
172042.91,0,0,158731.3,13311.61,0.898373984,246,221,0.909090909,275,250,0.656891496,341,224,107960.93,0.198019802,707,140,0.206506365,707,146,0.200767263,782,157,0.319949812,797,255,29,0,115,0,158,247,202,175,109,44,10,1,640,450,0,0.825750242,1033,853,0.7357212,1033,760,0.092592593,54,5,326774.27,0,0,78930.48,247843.79,350169.04,0,217291.32,132877.72
190808.08,0,0,158465.12,32342.96,0.814070352,199,162,0.811594203,207,168,0.76969697,165,127,20245,0.321428571,420,135,0.321428571,420,135,0.360465116,516,186,0.1875,512,96,47,0,129,0,76,76,123,192,155,78,27,6,535,374,0,0.367147271,1942,713,0.270339856,1942,525,1.406976744,86,121,88045.38,0,0,0,88045.38,278583.46,0,193544.85,85038.61
214026.42,9906.18,0,158414.89,45705.35,0.544253633,757,412,0.559188275,887,496,0.673423423,444,299,82969.68,0.249290445,2114,527,0.250709555,2114,530,0.623529412,2805,1749,0.17376134,2866,498,103,1,297,0,303,356,368,575,644,535,273,56,2019,1491,1,0.602189781,6302,3795,0.49254205,6302,3104,0.02300885,565,13,627642.19,1868.75,0,278505.24,347268.2,648496.36,0,463087.91,183114.77
163471.93,0,710,158322.87,4439.06,0.643192488,213,137,0.644859813,214,138,0.62745098,51,32,9113.53,0.589285714,224,132,0.589285714,224,132,0.481182796,372,179,0.602150538,372,224,19,0,63,0,52,54,69,65,111,44,16,4,281,217,0,0.497613365,838,417,0.465393795,838,390,0.657142857,70,46,133745.02,0,89.64,72317.78,61337.6,122119.23,89.64,91329.84,30699.75
185991.23,0,0,158256.59,27734.64,0.242677824,717,174,0.242587601,742,180,0.710144928,207,147,45432.11,0.550363448,963,530,0.552440291,963,532,0.779761905,1176,917,0.262265834,1121,294,103,0,299,0,154,109,155,242,178,80,38,8,811,553,2,0.764705882,1275,975,0.658823529,1275,840,0.855263158,228,195,245214.33,0,0,93164.05,152050.28,382493.16,0,271651.37,110841.79
193875.62,0,0,158135.68,35739.94,0.778037383,428,333,0.770786517,445,343,0.765100671,149,114,31552,0.452252252,555,251,0.452252252,555,251,0.23088685,654,151,0.210134128,671,141,36,0,114,0,67,62,129,180,144,82,28,6,524,323,2,0.860709593,761,655,0.773981603,761,589,0,15,0,172841.76,0,0,33195.04,139646.72,220832.89,0,136399.34,84433.55
165391.91,0,0,158131.53,7260.38,0.75879397,398,302,0.721461187,438,316,0.774193548,217,168,35307.22,0.353146853,572,202,0.354895105,572,203,0.096880131,609,59,0.19286872,617,119,16,0,92,0,109,170,222,178,87,27,2,1,561,343,0,0.809876543,810,656,0.767901235,810,622,0,19,0,160941.75,0,2,45444.33,115495.42,239556.13,2,188044.26,51509.87
222523.14,16205.31,0,157935.27,48382.56,0.410071942,1390,570,0.412889518,1412,583,0.644204852,371,239,64118.15,0.373612018,1531,572,0.374265186,1531,573,0.119749777,2238,268,0.166966697,2222,371,107,1,326,0,224,256,347,632,717,444,168,27,1910,1339,0,0.889303019,2683,2386,0.795751025,2683,2135,0.239285714,280,67,621287.79,266.04,713,233081.59,387227.16,610955.99,709,305230.89,304904.08
176100.32,0,0,157920.09,18180.23,0.273781903,862,236,0.277272727,880,244,0.53875969,258,139,22666.29,0.63963039,974,623,0.63963039,974,623,0.324545455,1100,357,0.203168686,1073,218,111,0,245,2,140,189,197,225,190,99,33,11,868,576,0,0.968944099,805,780,0.837267081,805,674,0.835820896,67,56,288427.5,0,0,177082.23,111345.27,248921.26,0,186133.29,62787.97
182284.08,0,0,157836.78,24447.3,0.5424,625,339,0.521568627,765,399,0.675824176,364,246,85057.85,0.352575488,1126,397,0.354351687,1126,399,0.5,1608,804,0.298565841,1534,458,89,0,188,3,217,235,243,316,398,215,82,20,1245,761,0,0.703859476,4042,2845,0.410687778,4042,1660,0.1,250,25,458183.11,0,0,153609.54,304573.57,473771.82,0,287759.82,186012
231431.33,31794.38,0,157833.74,41803.21,0.593905817,1805,1072,0.566530194,1954,1107,0.611491108,731,447,140880.7,0.355130785,1988,706,0.363179074,1988,722,0.150541796,2584,389,0.165478424,2665,441,208,0,502,1,440,538,541,628,691,288,80,18,2273,1662,0,0.924217463,3035,2805,0.877759473,3035,2664,0,227,0,926335.5,965.71,69.54,350996.78,574303.47,938677.23,69.54,468407.41,467398.82
171854.48,0,10,157760.41,14084.07,0.810666667,375,304,0.794416244,394,313,0.681208054,298,203,61221.46,0.392798691,611,240,0.392798691,611,240,0.13968254,630,88,0.995297806,638,635,9,0,15,0,275,275,125,56,23,5,0,0,446,337,0,1,166,166,0.951807229,166,158,0,13,0,225555.38,0,1317.25,24210.45,200027.68,308030.36,1317.25,204278.71,102434.4
175761.48,1755.62,0,157746.7,16259.16,0.717821782,808,580,0.715096481,881,630,0.706896552,348,246,92444.37,0.358024691,1215,435,0.362139918,1215,440,0.400630915,1585,635,0.229315961,1535,352,95,0,194,2,215,232,243,333,420,211,72,19,1240,796,0,0.722501988,3773,2726,0.411078717,3773,1551,0.138888889,180,25,488689.27,185.92,0,157725.48,330777.87,476995.96,0,280405.18,196192.86
209504.84,16883.25,0,157619.14,35002.45,0.627722772,505,317,0.648972603,584,379,0.848341232,211,179,55801.5,0.399764151,848,339,0.423349057,848,359,0.646332046,1295,837,0.163349348,1457,238,86,1,262,1,138,149,235,301,405,287,99,18,1109,873,1,0.637094182,3111,1982,0.533269045,3111,1659,0.303448276,145,44,328727.18,269.31,0,141148.02,187309.85,361808.23,0,267640.75,82730.23
203236.55,3136.96,19.46,157539.49,42540.64,0.68125,480,327,0.652985075,536,350,0.687179487,195,134,32893.5,0.350681537,807,283,0.350681537,807,283,0.557746479,1065,594,0.211796247,1119,237,57,1,216,0,123,109,171,181,204,260,159,26,891,618,0,0.472996516,2296,1086,0.443379791,2296,1018,0.371559633,218,81,315228.72,0,12.98,114865.73,200350.01,268192.47,12.98,116596.16,151583.33
166288.18,0,0,157416.42,8871.76,0.819004525,221,181,0.822510823,231,190,0.793103448,116,92,26379.4,0.448484848,330,148,0.463636364,330,153,0.383333333,420,161,0.78961039,385,304,38,0,60,0,73,136,94,53,28,9,2,0,304,189,0,0.559561129,638,357,0.539184953,638,344,0.014492754,69,1,106829.47,0,0,22001.4,84828.07,174957.01,0,139587.86,35369.15
172578.66,7447.03,65,157283.34,7783.29,0.898734177,237,213,0.869731801,261,227,0.736486486,148,109,51018.63,0.322997416,387,125,0.322997416,387,125,0.386524823,564,218,0.429389313,524,225,32,1,84,0,108,115,115,113,85,27,10,3,399,294,0,0.657963446,766,504,0.596605744,766,457,0.216783217,143,31,178053.72,382.94,214,46180.28,131276.5,206834.99,214,144342.19,62410.99
179398.57,0,0,157235.22,22163.35,0.754545455,110,83,0.7,120,84,0,27,0,5187.66,0.477272727,132,63,0.484848485,132,64,0.255952381,168,43,0.821256039,207,170,81,0,54,0,48,34,25,13,6,2,1,0,145,118,1,0.535022355,671,359,0.275707899,671,185,0,6,0,59203.74,0,0,18231.7,40972.04,83351.98,0,55045.45,28306.53
249194.75,58125.82,571.49,157121.74,33375.7,0.670212766,1222,819,0.678082192,1314,891,0.360262009,458,165,79259.47,0.566597654,1449,821,0.569358178,1449,825,0.242934456,1663,404,0.26908867,1624,437,61,0,364,0,319,323,340,469,281,100,24,1,1396,886,0,0.65993266,2970,1960,0.6003367,2970,1783,0.044776119,134,6,492277.99,288.2,118.7,174468.63,317402.46,546984.65,118.7,233106.24,310947.75
216344.88,0,0,157048.27,59296.61,0,0,0,0,2,0,0,94,0,120,0,461,0,0,461,0,0.621710526,304,189,0.327808471,543,178,18,0,72,0,73,52,65,93,128,79,28,3,359,252,0,0.760759494,790,601,0.629113924,790,497,0.049382716,81,4,10022.81,0,0,7818.93,2203.88,28176.05,0,23890.2,4285.85
164025.59,0,0,157033.34,6992.25,0.480851064,235,113,0.476793249,237,113,0.741935484,62,46,19340.16,0.518796992,266,138,0.518796992,266,138,0.166051661,271,45,0.555147059,272,151,22,0,73,0,46,39,63,87,52,23,8,1,245,169,0,0.400744417,806,323,0.341191067,806,275,4,3,12,79352.51,0,0,20756.47,58596.04,96045.66,0,56641.66,39404
175122.17,14218.41,0,157014.14,3889.62,0.556780595,907,505,0.568273092,996,566,0.057803468,173,10,42814.07,0.378267974,1224,463,0.378267974,1224,463,0.043052838,1533,66,0.152423469,1568,239,155,1,364,0,224,226,226,264,266,186,84,27,1164,858,1,0.627777778,2520,1582,0.541666667,2520,1365,0.044692737,179,8,360363.9,621.6,60,134754.42,224927.88,376910.74,60,236839.63,139011.66
